k141_290638_2/1-324,k141_290638_2,325,600.8,1.6e-179,1.0,324,600.7,5.6e-183,1.7e-179,1.0,workflow/out/bsh_hmmer/coassemblies/Capsule_9_contigs.domtblout
k141_284825_10/1-324,k141_284825_10,325,599.9,2.9e-179,0.1,324,599.8,1e-182,3.2e-179,0.1,workflow/out/bsh_hmmer/coassemblies/Capsule_9_contigs.domtblout
k141_271626_3/1-325,k141_271626_3,326,598.6,7.2e-179,0.2,325,598.5,2.6e-182,8e-179,0.2,workflow/out/bsh_hmmer/coassemblies/Capsule_9_contigs.domtblout
k141_77445_68/1-324,k141_77445_68,325,598.6,7.5e-179,2.3,324,598.4,2.7e-182,8.4e-179,2.3,workflow/out/bsh_hmmer/coassemblies/Capsule_9_contigs.domtblout
k141_184803_2/1-324,k141_184803_2,326,598.3,9.4e-179,1.2,324,598.1,3.4e-182,1.1e-178,1.2,workflow/out/bsh_hmmer/coassemblies/Capsule_9_contigs.domtblout
k141_94774_41/1-330,k141_94774_41,331,594.0,1.8e-177,0.1,330,593.9,6.5e-181,2e-177,0.1,workflow/out/bsh_hmmer/coassemblies/Capsule_9_contigs.domtblout
k141_271647_2/1-325,k141_271647_2,326,593.4,2.8e-177,0.8,325,593.2,1e-180,3.2e-177,0.8,workflow/out/bsh_hmmer/coassemblies/Capsule_9_contigs.domtblout
k141_254400_3/1-324,k141_254400_3,326,591.9,8.3e-177,0.8,324,591.7,3e-180,9.2e-177,0.8,workflow/out/bsh_hmmer/coassemblies/Capsule_9_contigs.domtblout
k141_60394_16/1-324,k141_60394_16,325,590.6,2e-176,0.0,324,590.5,7e-180,2.2e-176,0.0,workflow/out/bsh_hmmer/coassemblies/Capsule_9_contigs.domtblout
k141_236720_7/1-324,k141_236720_7,335,589.1,5.7e-176,0.1,324,588.9,2.1e-179,6.4e-176,0.1,workflow/out/bsh_hmmer/coassemblies/Capsule_9_contigs.domtblout
k141_249260_33/1-324,k141_249260_33,325,588.9,6.9e-176,0.1,324,588.7,2.5e-179,7.7e-176,0.1,workflow/out/bsh_hmmer/coassemblies/Capsule_9_contigs.domtblout
k141_332202_3/1-324,k141_332202_3,325,586.4,3.9e-175,1.6,324,586.2,1.4e-178,4.4e-175,1.6,workflow/out/bsh_hmmer/coassemblies/Capsule_9_contigs.domtblout
k141_7062_3/1-325,k141_7062_3,326,584.9,1.1e-174,0.0,325,584.7,4e-178,1.2e-174,0.0,workflow/out/bsh_hmmer/coassemblies/Capsule_9_contigs.domtblout
k141_256782_6/1-324,k141_256782_6,326,581.5,1.2e-173,0.1,324,581.4,4.2e-177,1.3e-173,0.1,workflow/out/bsh_hmmer/coassemblies/Capsule_9_contigs.domtblout
k141_109350_29/1-324,k141_109350_29,325,580.4,2.5e-173,0.9,324,580.3,9e-177,2.8e-173,0.9,workflow/out/bsh_hmmer/coassemblies/Capsule_9_contigs.domtblout
k141_33855_2/1-327,k141_33855_2,328,580.0,3.4e-173,2.0,327,579.8,1.2e-176,3.8e-173,2.0,workflow/out/bsh_hmmer/coassemblies/Capsule_9_contigs.domtblout
k141_178680_12/1-328,k141_178680_12,331,578.1,1.2e-172,0.2,328,578.0,4.5e-176,1.4e-172,0.2,workflow/out/bsh_hmmer/coassemblies/Capsule_9_contigs.domtblout
k141_251593_14/1-324,k141_251593_14,325,577.9,1.5e-172,1.5,324,577.8,5.2e-176,1.6e-172,1.5,workflow/out/bsh_hmmer/coassemblies/Capsule_9_contigs.domtblout
k141_34609_17/1-326,k141_34609_17,327,577.8,1.5e-172,0.0,326,577.7,5.5e-176,1.7e-172,0.0,workflow/out/bsh_hmmer/coassemblies/Capsule_9_contigs.domtblout
k141_104303_106/1-324,k141_104303_106,325,574.6,1.5e-171,0.1,324,574.4,5.3e-175,1.7e-171,0.1,workflow/out/bsh_hmmer/coassemblies/Capsule_9_contigs.domtblout
k141_355836_20/1-323,k141_355836_20,324,572.9,4.8e-171,5.2,323,572.8,1.7e-174,5.4e-171,5.2,workflow/out/bsh_hmmer/coassemblies/Capsule_9_contigs.domtblout
k141_150029_1/1-322,k141_150029_1,325,572.2,8.2e-171,0.0,322,572.0,2.9e-174,9.1e-171,0.0,workflow/out/bsh_hmmer/coassemblies/Capsule_9_contigs.domtblout
k141_371040_95/1-335,k141_371040_95,336,571.1,1.7e-170,0.3,335,570.9,6.4e-174,2e-170,0.3,workflow/out/bsh_hmmer/coassemblies/Capsule_9_contigs.domtblout
k141_248586_100/1-330,k141_248586_100,334,569.2,6.3e-170,0.0,330,569.1,2.3e-173,7.1e-170,0.0,workflow/out/bsh_hmmer/coassemblies/Capsule_9_contigs.domtblout
k141_277803_13/1-324,k141_277803_13,325,567.0,3e-169,9.5,324,566.9,1.1e-172,3.4e-169,9.5,workflow/out/bsh_hmmer/coassemblies/Capsule_9_contigs.domtblout
k141_99910_5/1-324,k141_99910_5,325,565.7,7.8e-169,0.0,324,565.5,2.8e-172,8.7e-169,0.0,workflow/out/bsh_hmmer/coassemblies/Capsule_9_contigs.domtblout
k141_97836_9/1-324,k141_97836_9,325,564.5,1.8e-168,0.0,324,564.3,6.3e-172,2e-168,0.0,workflow/out/bsh_hmmer/coassemblies/Capsule_9_contigs.domtblout
k141_8128_2/1-324,k141_8128_2,325,564.4,1.9e-168,0.0,324,564.2,6.9e-172,2.2e-168,0.0,workflow/out/bsh_hmmer/coassemblies/Capsule_9_contigs.domtblout
k141_110141_1/1-300,k141_110141_1,300,562.3,8.4e-168,2.0,300,562.1,3e-171,9.4e-168,2.0,workflow/out/bsh_hmmer/coassemblies/Capsule_9_contigs.domtblout
k141_340654_3/1-324,k141_340654_3,325,559.5,5.9e-167,0.0,324,559.3,2.1e-170,6.5e-167,0.0,workflow/out/bsh_hmmer/coassemblies/Capsule_9_contigs.domtblout
k141_374138_1/1-290,k141_374138_1,290,558.1,1.6e-166,0.7,290,557.9,5.7e-170,1.8e-166,0.7,workflow/out/bsh_hmmer/coassemblies/Capsule_9_contigs.domtblout
k141_320987_1/1-290,k141_320987_1,290,557.5,2.5e-166,0.4,290,557.3,8.8e-170,2.7e-166,0.4,workflow/out/bsh_hmmer/coassemblies/Capsule_9_contigs.domtblout
k141_100007_1/1-326,k141_100007_1,327,556.5,4.8e-166,0.2,326,556.3,1.7e-169,5.4e-166,0.2,workflow/out/bsh_hmmer/coassemblies/Capsule_9_contigs.domtblout
k141_321166_4/1-312,k141_321166_4,314,548.9,9.8e-164,0.1,312,548.7,3.5e-167,1.1e-163,0.1,workflow/out/bsh_hmmer/coassemblies/Capsule_9_contigs.domtblout
k141_71811_9/1-316,k141_71811_9,324,547.5,2.7e-163,0.0,316,547.3,9.4e-167,2.9e-163,0.0,workflow/out/bsh_hmmer/coassemblies/Capsule_9_contigs.domtblout
k141_353934_3/1-324,k141_353934_3,325,540.5,3.5e-161,0.0,324,540.3,1.3e-164,3.9e-161,0.0,workflow/out/bsh_hmmer/coassemblies/Capsule_9_contigs.domtblout
k141_301310_19/1-324,k141_301310_19,325,538.9,1.1e-160,7.0,324,538.8,3.9e-164,1.2e-160,7.0,workflow/out/bsh_hmmer/coassemblies/Capsule_9_contigs.domtblout
k141_101733_21/1-324,k141_101733_21,325,526.1,8.7e-157,0.0,324,525.9,3.1e-160,9.7e-157,0.0,workflow/out/bsh_hmmer/coassemblies/Capsule_9_contigs.domtblout
k141_333125_1/1-277,k141_333125_1,277,495.7,1.6e-147,0.1,277,495.5,5.6e-151,1.7e-147,0.1,workflow/out/bsh_hmmer/coassemblies/Capsule_9_contigs.domtblout
k141_273857_33/1-316,k141_273857_33,317,495.4,1.9e-147,6.0,316,495.2,6.9e-151,2.2e-147,6.0,workflow/out/bsh_hmmer/coassemblies/Capsule_9_contigs.domtblout
k141_81447_4/1-314,k141_81447_4,316,480.4,6.7e-143,0.0,314,480.3,2.4e-146,7.5e-143,0.0,workflow/out/bsh_hmmer/coassemblies/Capsule_9_contigs.domtblout
k141_91980_3/1-270,k141_91980_3,271,474.3,4.8e-141,0.1,270,474.2,1.7e-144,5.3e-141,0.1,workflow/out/bsh_hmmer/coassemblies/Capsule_9_contigs.domtblout
k141_27711_4/1-324,k141_27711_4,325,474.3,4.8e-141,0.0,324,474.2,1.7e-144,5.4e-141,0.0,workflow/out/bsh_hmmer/coassemblies/Capsule_9_contigs.domtblout
k141_164632_11/1-324,k141_164632_11,325,473.5,9e-141,0.0,324,473.3,3.2e-144,1e-140,0.0,workflow/out/bsh_hmmer/coassemblies/Capsule_9_contigs.domtblout
k141_325391_10/1-325,k141_325391_10,326,470.6,6.4e-140,3.5,325,470.5,2.3e-143,7.1e-140,3.5,workflow/out/bsh_hmmer/coassemblies/Capsule_9_contigs.domtblout
k141_328397_1/1-264,k141_328397_1,265,468.4,3e-139,3.9,264,468.3,1.1e-142,3.3e-139,3.9,workflow/out/bsh_hmmer/coassemblies/Capsule_9_contigs.domtblout
k141_156266_1/1-251,k141_156266_1,252,462.0,2.8e-137,0.1,251,461.8,9.9e-141,3.1e-137,0.1,workflow/out/bsh_hmmer/coassemblies/Capsule_9_contigs.domtblout
k141_58718_4/1-325,k141_58718_4,326,423.4,1.5e-125,3.2,325,423.3,5.3e-129,1.7e-125,3.2,workflow/out/bsh_hmmer/coassemblies/Capsule_9_contigs.domtblout
k141_320337_1/4-234,k141_320337_1,236,410.1,1.7e-121,0.0,231,410.0,6e-125,1.9e-121,0.0,workflow/out/bsh_hmmer/coassemblies/Capsule_9_contigs.domtblout
k141_289394_2/26-259,k141_289394_2,261,399.7,2.5e-118,0.0,234,399.4,9.7e-122,3e-118,0.0,workflow/out/bsh_hmmer/coassemblies/Capsule_9_contigs.domtblout
k141_8857_1/1-210,k141_8857_1,214,355.6,6.3e-105,0.0,210,355.5,2.3e-108,7.1e-105,0.0,workflow/out/bsh_hmmer/coassemblies/Capsule_9_contigs.domtblout
k141_290787_1/1-244,k141_290787_1,244,350.2,2.9e-103,0.0,244,350.0,1e-106,3.3e-103,0.0,workflow/out/bsh_hmmer/coassemblies/Capsule_9_contigs.domtblout
k141_100535_3/1-329,k141_100535_3,330,329.8,4.7e-97,2.3,329,329.6,1.7e-100,5.2e-97,2.3,workflow/out/bsh_hmmer/coassemblies/Capsule_9_contigs.domtblout
k141_233136_7/48-361,k141_233136_7,365,277.4,4e-81,0.0,314,277.2,1.5e-84,4.8e-81,0.0,workflow/out/bsh_hmmer/coassemblies/Capsule_9_contigs.domtblout
k141_258615_50/1-314,k141_258615_50,317,274.1,4e-80,0.1,314,274.0,1.4e-83,4.4e-80,0.1,workflow/out/bsh_hmmer/coassemblies/Capsule_9_contigs.domtblout
k141_184952_7/1-304,k141_184952_7,322,266.1,1.1e-77,0.0,304,265.9,4.3e-81,1.3e-77,0.0,workflow/out/bsh_hmmer/coassemblies/Capsule_9_contigs.domtblout
k141_161350_182/1-314,k141_161350_182,317,264.6,3.2e-77,0.0,314,264.4,1.2e-80,3.6e-77,0.0,workflow/out/bsh_hmmer/coassemblies/Capsule_9_contigs.domtblout
k141_328705_8/1-314,k141_328705_8,322,263.3,8.2e-77,0.0,314,263.0,3.2e-80,9.9e-77,0.0,workflow/out/bsh_hmmer/coassemblies/Capsule_9_contigs.domtblout
k141_341691_28/29-331,k141_341691_28,351,253.7,6.8e-74,0.0,303,253.4,2.6e-77,8.2e-74,0.0,workflow/out/bsh_hmmer/coassemblies/Capsule_9_contigs.domtblout
k141_56781_1/1-153,k141_56781_1,153,250.7,5.5e-73,0.1,153,250.5,1.9e-76,6.1e-73,0.1,workflow/out/bsh_hmmer/coassemblies/Capsule_9_contigs.domtblout
k141_310_1/1-314,k141_310_1,318,246.4,1.1e-71,0.0,314,246.1,4.4e-75,1.4e-71,0.0,workflow/out/bsh_hmmer/coassemblies/Capsule_9_contigs.domtblout
k141_309784_4/1-319,k141_309784_4,335,216.0,1.9e-62,0.0,319,215.8,7.3e-66,2.3e-62,0.0,workflow/out/bsh_hmmer/coassemblies/Capsule_9_contigs.domtblout
k141_61601_3/1-305,k141_61601_3,338,200.4,1.1e-57,0.0,305,200.1,4.4e-61,1.4e-57,0.0,workflow/out/bsh_hmmer/coassemblies/Capsule_9_contigs.domtblout
k141_355670_4/1-305,k141_355670_4,338,196.4,1.8e-56,0.0,305,196.1,7e-60,2.2e-56,0.0,workflow/out/bsh_hmmer/coassemblies/Capsule_9_contigs.domtblout
k141_12359_2/1-104,k141_12359_2,104,185.4,4.1e-53,3.6,104,185.2,1.5e-56,4.6e-53,3.6,workflow/out/bsh_hmmer/coassemblies/Capsule_9_contigs.domtblout
k141_134212_4/1-98,k141_134212_4,98,172.9,2.6e-49,3.3,98,172.8,9.1e-53,2.8e-49,3.3,workflow/out/bsh_hmmer/coassemblies/Capsule_9_contigs.domtblout
k141_347161_1/1-89,k141_347161_1,91,161.9,5.9e-46,4.0,89,161.8,2e-49,6.4e-46,4.0,workflow/out/bsh_hmmer/coassemblies/Capsule_9_contigs.domtblout
k141_115401_13/25-337,k141_115401_13,362,157.4,1.4e-44,0.0,313,157.1,5.4e-48,1.7e-44,0.0,workflow/out/bsh_hmmer/coassemblies/Capsule_9_contigs.domtblout
k141_112920_6/24-339,k141_112920_6,360,156.8,2e-44,0.0,316,156.6,7.7e-48,2.4e-44,0.0,workflow/out/bsh_hmmer/coassemblies/Capsule_9_contigs.domtblout
k141_330805_1/24-346,k141_330805_1,360,155.5,5.2e-44,0.0,323,155.2,2e-47,6.3e-44,0.0,workflow/out/bsh_hmmer/coassemblies/Capsule_9_contigs.domtblout
k141_192482_169/24-345,k141_192482_169,361,154.6,9.3e-44,0.0,322,154.4,3.5e-47,1.1e-43,0.0,workflow/out/bsh_hmmer/coassemblies/Capsule_9_contigs.domtblout
k141_207207_3/26-347,k141_207207_3,363,153.2,2.5e-43,0.0,322,152.9,9.7e-47,3e-43,0.0,workflow/out/bsh_hmmer/coassemblies/Capsule_9_contigs.domtblout
k141_257015_3/23-349,k141_257015_3,360,152.8,3.3e-43,0.0,327,152.5,1.3e-46,4.1e-43,0.0,workflow/out/bsh_hmmer/coassemblies/Capsule_9_contigs.domtblout
k141_64864_1/1-79,k141_64864_1,79,152.2,5e-43,2.6,79,152.1,1.8e-46,5.5e-43,2.6,workflow/out/bsh_hmmer/coassemblies/Capsule_9_contigs.domtblout
k141_21608_1/1-90,k141_21608_1,90,147.8,1.1e-41,0.2,90,147.7,4e-45,1.2e-41,0.2,workflow/out/bsh_hmmer/coassemblies/Capsule_9_contigs.domtblout
k141_359749_2/23-334,k141_359749_2,359,147.3,1.5e-41,0.0,312,147.0,6.1e-45,1.9e-41,0.0,workflow/out/bsh_hmmer/coassemblies/Capsule_9_contigs.domtblout
k141_141023_3/38-303,k141_141023_3,327,146.9,2e-41,0.0,266,146.6,8.3e-45,2.6e-41,0.0,workflow/out/bsh_hmmer/coassemblies/Capsule_9_contigs.domtblout
k141_226565_1/1-82,k141_226565_1,82,146.2,3.5e-41,1.0,82,146.1,1.2e-44,3.8e-41,1.0,workflow/out/bsh_hmmer/coassemblies/Capsule_9_contigs.domtblout
k141_315286_3/23-349,k141_315286_3,360,144.0,1.6e-40,0.0,327,143.7,6.3e-44,2e-40,0.0,workflow/out/bsh_hmmer/coassemblies/Capsule_9_contigs.domtblout
k141_145365_4/23-348,k141_145365_4,360,143.5,2.3e-40,0.0,326,143.2,9.1e-44,2.9e-40,0.0,workflow/out/bsh_hmmer/coassemblies/Capsule_9_contigs.domtblout
k141_212299_1/1-81,k141_212299_1,85,140.7,1.7e-39,1.1,81,140.5,5.8e-43,1.8e-39,1.1,workflow/out/bsh_hmmer/coassemblies/Capsule_9_contigs.domtblout
k141_15282_1/25-338,k141_15282_1,361,140.1,2.4e-39,0.0,314,139.9,9.1e-43,2.8e-39,0.0,workflow/out/bsh_hmmer/coassemblies/Capsule_9_contigs.domtblout
k141_324129_48/23-332,k141_324129_48,357,129.9,3.1e-36,0.0,310,129.6,1.2e-39,3.8e-36,0.0,workflow/out/bsh_hmmer/coassemblies/Capsule_9_contigs.domtblout
k141_104701_94/4-273,k141_104701_94,287,128.2,1e-35,0.0,270,128.0,3.9e-39,1.2e-35,0.0,workflow/out/bsh_hmmer/coassemblies/Capsule_9_contigs.domtblout
k141_171695_11/22-343,k141_171695_11,357,127.3,1.9e-35,0.0,322,127.1,7.2e-39,2.2e-35,0.0,workflow/out/bsh_hmmer/coassemblies/Capsule_9_contigs.domtblout
k141_44021_1/1-66,k141_44021_1,66,116.8,3.1e-32,4.6,66,116.6,1.1e-35,3.4e-32,4.6,workflow/out/bsh_hmmer/coassemblies/Capsule_9_contigs.domtblout
k141_21377_1/1-54,k141_21377_1,56,83.8,3.3e-22,1.0,54,83.7,1.1e-25,3.5e-22,1.0,workflow/out/bsh_hmmer/coassemblies/Capsule_9_contigs.domtblout
k141_74522_5/24-216,k141_74522_5,221,82.7,7.3e-22,0.0,193,82.5,2.6e-25,8.2e-22,0.0,workflow/out/bsh_hmmer/coassemblies/Capsule_9_contigs.domtblout
k141_251137_2/1-48,k141_251137_2,59,68.3,1.8e-17,0.0,48,68.1,6.5e-21,2e-17,0.0,workflow/out/bsh_hmmer/coassemblies/Capsule_9_contigs.domtblout
k141_65661_10/22-307,k141_65661_10,346,60.2,5.2e-15,0.0,286,47.6,1.1e-14,3.5e-11,0.0,workflow/out/bsh_hmmer/coassemblies/Capsule_9_contigs.domtblout
k141_47218_36/26-213,k141_47218_36,350,56.6,6.2e-14,0.0,188,44.8,8e-14,2.5e-10,0.0,workflow/out/bsh_hmmer/coassemblies/Capsule_9_contigs.domtblout
k141_47218_36/207-315,k141_47218_36,350,56.6,6.2e-14,0.0,109,13.7,0.00023,0.7,0.0,workflow/out/bsh_hmmer/coassemblies/Capsule_9_contigs.domtblout
k141_82608_8/27-213,k141_82608_8,353,56.0,9.3e-14,0.0,187,40.9,1.2e-12,3.8e-09,0.0,workflow/out/bsh_hmmer/coassemblies/Capsule_9_contigs.domtblout
k141_82608_8/207-318,k141_82608_8,353,56.0,9.3e-14,0.0,112,18.3,8.9e-06,0.028,0.0,workflow/out/bsh_hmmer/coassemblies/Capsule_9_contigs.domtblout
k141_61101_59/26-211,k141_61101_59,352,55.4,1.5e-13,0.0,186,38.2,7.9e-12,2.5e-08,0.0,workflow/out/bsh_hmmer/coassemblies/Capsule_9_contigs.domtblout
k141_61101_59/206-312,k141_61101_59,352,55.4,1.5e-13,0.0,107,18.4,8.5e-06,0.027,0.0,workflow/out/bsh_hmmer/coassemblies/Capsule_9_contigs.domtblout
k141_273991_10/27-213,k141_273991_10,350,53.7,5e-13,0.0,187,34.9,8.1e-11,2.5e-07,0.0,workflow/out/bsh_hmmer/coassemblies/Capsule_9_contigs.domtblout
k141_273991_10/206-320,k141_273991_10,350,53.7,5e-13,0.0,115,21.9,7.3e-07,0.0023,0.0,workflow/out/bsh_hmmer/coassemblies/Capsule_9_contigs.domtblout
k141_119752_26/1-186,k141_119752_26,327,52.3,1.3e-12,0.0,186,44.4,1.1e-13,3.4e-10,0.0,workflow/out/bsh_hmmer/coassemblies/Capsule_9_contigs.domtblout
k141_119752_26/180-242,k141_119752_26,327,52.3,1.3e-12,0.0,63,11.2,0.0013,4.1,0.0,workflow/out/bsh_hmmer/coassemblies/Capsule_9_contigs.domtblout
k141_327479_1/26-212,k141_327479_1,353,52.0,1.6e-12,0.0,187,38.0,9.1e-12,2.8e-08,0.0,workflow/out/bsh_hmmer/coassemblies/Capsule_9_contigs.domtblout
k141_327479_1/206-312,k141_327479_1,353,52.0,1.6e-12,0.0,107,15.2,8.2e-05,0.26,0.0,workflow/out/bsh_hmmer/coassemblies/Capsule_9_contigs.domtblout
k141_317392_6/25-210,k141_317392_6,349,51.5,2.2e-12,0.0,186,36.2,3.3e-11,1e-07,0.0,workflow/out/bsh_hmmer/coassemblies/Capsule_9_contigs.domtblout
k141_317392_6/205-307,k141_317392_6,349,51.5,2.2e-12,0.0,103,17.5,1.7e-05,0.052,0.0,workflow/out/bsh_hmmer/coassemblies/Capsule_9_contigs.domtblout
k141_207872_3/26-212,k141_207872_3,353,51.3,2.7e-12,0.0,187,37.5,1.3e-11,4e-08,0.0,workflow/out/bsh_hmmer/coassemblies/Capsule_9_contigs.domtblout
k141_207872_3/207-312,k141_207872_3,353,51.3,2.7e-12,0.0,106,15.0,9.6e-05,0.3,0.0,workflow/out/bsh_hmmer/coassemblies/Capsule_9_contigs.domtblout
k141_186989_131/33-218,k141_186989_131,360,50.3,5.3e-12,0.0,186,36.2,3.2e-11,1e-07,0.0,workflow/out/bsh_hmmer/coassemblies/Capsule_9_contigs.domtblout
k141_186989_131/210-323,k141_186989_131,360,50.3,5.3e-12,0.0,114,17.5,1.6e-05,0.049,0.0,workflow/out/bsh_hmmer/coassemblies/Capsule_9_contigs.domtblout
k141_158758_3/26-212,k141_158758_3,353,49.8,7.2e-12,0.0,187,38.4,6.8e-12,2.1e-08,0.0,workflow/out/bsh_hmmer/coassemblies/Capsule_9_contigs.domtblout
k141_158758_3/205-313,k141_158758_3,353,49.8,7.2e-12,0.0,109,14.1,0.00017,0.53,0.0,workflow/out/bsh_hmmer/coassemblies/Capsule_9_contigs.domtblout
k141_304371_6/1-189,k141_304371_6,326,49.2,1.2e-11,0.0,189,38.3,7.4e-12,2.3e-08,0.0,workflow/out/bsh_hmmer/coassemblies/Capsule_9_contigs.domtblout
k141_304371_6/183-284,k141_304371_6,326,49.2,1.2e-11,0.0,102,13.0,0.00039,1.2,0.0,workflow/out/bsh_hmmer/coassemblies/Capsule_9_contigs.domtblout
k141_223996_5/26-212,k141_223996_5,353,48.4,1.9e-11,0.0,187,34.4,1.2e-10,3.6e-07,0.0,workflow/out/bsh_hmmer/coassemblies/Capsule_9_contigs.domtblout
k141_223996_5/206-313,k141_223996_5,353,48.4,1.9e-11,0.0,108,15.8,5.2e-05,0.16,0.0,workflow/out/bsh_hmmer/coassemblies/Capsule_9_contigs.domtblout
k141_133112_4/26-212,k141_133112_4,353,48.0,2.6e-11,0.0,187,38.0,9.2e-12,2.9e-08,0.0,workflow/out/bsh_hmmer/coassemblies/Capsule_9_contigs.domtblout
k141_133112_4/204-313,k141_133112_4,353,48.0,2.6e-11,0.0,110,13.4,0.00028,0.88,0.0,workflow/out/bsh_hmmer/coassemblies/Capsule_9_contigs.domtblout
k141_35993_208/27-213,k141_35993_208,350,47.9,2.8e-11,0.0,187,35.1,7e-11,2.2e-07,0.0,workflow/out/bsh_hmmer/coassemblies/Capsule_9_contigs.domtblout
k141_35993_208/205-306,k141_35993_208,350,47.9,2.8e-11,0.0,102,16.4,3.5e-05,0.11,0.0,workflow/out/bsh_hmmer/coassemblies/Capsule_9_contigs.domtblout
k141_212403_6/1-189,k141_212403_6,327,46.7,6.3e-11,0.0,189,42.3,4.5e-13,1.4e-09,0.0,workflow/out/bsh_hmmer/coassemblies/Capsule_9_contigs.domtblout
k141_212403_6/181-246,k141_212403_6,327,46.7,6.3e-11,0.0,66,8.3,0.0098,31.0,0.0,workflow/out/bsh_hmmer/coassemblies/Capsule_9_contigs.domtblout
k141_232260_1/1-189,k141_232260_1,193,45.1,2e-10,0.0,189,44.8,7.7e-14,2.4e-10,0.0,workflow/out/bsh_hmmer/coassemblies/Capsule_9_contigs.domtblout
k141_163577_39/25-211,k141_163577_39,349,39.7,8.9e-09,0.0,187,33.2,2.7e-10,8.3e-07,0.0,workflow/out/bsh_hmmer/coassemblies/Capsule_9_contigs.domtblout
k141_163577_39/202-294,k141_163577_39,349,39.7,8.9e-09,0.0,93,10.2,0.0027,8.4,0.0,workflow/out/bsh_hmmer/coassemblies/Capsule_9_contigs.domtblout
k141_38819_1/5-104,k141_38819_1,116,37.7,3.5e-08,0.0,100,37.6,1.3e-11,4e-08,0.0,workflow/out/bsh_hmmer/coassemblies/Capsule_9_contigs.domtblout
k141_62275_61/90-215,k141_62275_61,350,36.0,1.2e-07,0.0,126,23.2,2.9e-07,0.00091,0.0,workflow/out/bsh_hmmer/coassemblies/Capsule_9_contigs.domtblout
k141_62275_61/211-307,k141_62275_61,350,36.0,1.2e-07,0.0,97,12.7,0.00047,1.5,0.0,workflow/out/bsh_hmmer/coassemblies/Capsule_9_contigs.domtblout
